file_name,relative_path,size_bytes,size_mb,split,table_group,depth,shard,table_role,is_sharded,table_family_id,row_count,row_group_count,column_count,has_case_id,has_target,candidate_key,candidate_key_complete,time_fields,column_name_fingerprint,schema_fingerprint,schema_json
test_credit_bureau_a_2_0.parquet,parquet_files\test\test_credit_bureau_a_2_0.parquet,14361,0.01,test,credit_bureau_a,2,0,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_1.parquet,parquet_files\test\test_credit_bureau_a_2_1.parquet,14951,0.01,test,credit_bureau_a,2,1,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_2.parquet,parquet_files\test\test_credit_bureau_a_2_2.parquet,14189,0.01,test,credit_bureau_a,2,2,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_3.parquet,parquet_files\test\test_credit_bureau_a_2_3.parquet,14603,0.01,test,credit_bureau_a,2,3,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_4.parquet,parquet_files\test\test_credit_bureau_a_2_4.parquet,14973,0.01,test,credit_bureau_a,2,4,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_5.parquet,parquet_files\test\test_credit_bureau_a_2_5.parquet,14232,0.01,test,credit_bureau_a,2,5,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_6.parquet,parquet_files\test\test_credit_bureau_a_2_6.parquet,14691,0.01,test,credit_bureau_a,2,6,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_7.parquet,parquet_files\test\test_credit_bureau_a_2_7.parquet,14933,0.01,test,credit_bureau_a,2,7,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_8.parquet,parquet_files\test\test_credit_bureau_a_2_8.parquet,14333,0.01,test,credit_bureau_a,2,8,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_9.parquet,parquet_files\test\test_credit_bureau_a_2_9.parquet,14316,0.01,test,credit_bureau_a,2,9,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_10.parquet,parquet_files\test\test_credit_bureau_a_2_10.parquet,14679,0.01,test,credit_bureau_a,2,10,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_a_2_11.parquet,parquet_files\test\test_credit_bureau_a_2_11.parquet,14679,0.01,test,credit_bureau_a,2,11,feature_table,True,credit_bureau_a__depth_2,10,1,19,True,False,case_id + num_group1 + num_group2,True,,2b5990d735deb1c5,a800a9694e76b16e,"{""case_id"": ""int64"", ""collater_typofvalofguarant_298M"": ""string"", ""collater_typofvalofguarant_407M"": ""string"", ""collater_valueofguarantee_1124L"": ""double"", ""collater_valueofguarantee_876L"": ""double"", ""collaterals_typeofguarante_359M"": ""string"", ""collaterals_typeofguarante_669M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_dpd_1073P"": ""double"", ""pmts_dpd_303P"": ""double"", ""pmts_month_158T"": ""double"", ""pmts_month_706T"": ""double"", ""pmts_overdue_1140A"": ""double"", ""pmts_overdue_1152A"": ""double"", ""pmts_year_1139T"": ""double"", ""pmts_year_507T"": ""double"", ""subjectroles_name_541M"": ""string"", ""subjectroles_name_838M"": ""string""}"
test_credit_bureau_b_1.parquet,parquet_files\test\test_credit_bureau_b_1.parquet,34435,0.03,test,credit_bureau_b,1,,feature_table,False,credit_bureau_b__depth_1,10,1,45,True,False,case_id + num_group1,True,contractdate_551D | contractmaturitydate_151D | lastupdate_260D,fb286023d19b0376,522e88897cf5212a,"{""amount_1115A"": ""double"", ""case_id"": ""int64"", ""classificationofcontr_1114M"": ""string"", ""contractdate_551D"": ""string"", ""contractmaturitydate_151D"": ""string"", ""contractst_516M"": ""string"", ""contracttype_653M"": ""string"", ""credlmt_1052A"": ""double"", ""credlmt_228A"": ""double"", ""credlmt_3940954A"": ""double"", ""credor_3940957M"": ""string"", ""credquantity_1099L"": ""double"", ""credquantity_984L"": ""double"", ""debtpastduevalue_732A"": ""double"", ""debtvalue_227A"": ""double"", ""dpd_550P"": ""double"", ""dpd_733P"": ""double"", ""dpdmax_851P"": ""double"", ""dpdmaxdatemonth_804T"": ""double"", ""dpdmaxdateyear_742T"": ""double"", ""installmentamount_644A"": ""double"", ""installmentamount_833A"": ""double"", ""instlamount_892A"": ""double"", ""interesteffectiverate_369L"": ""double"", ""interestrateyearly_538L"": ""double"", ""lastupdate_260D"": ""string"", ""maxdebtpduevalodued_3940955A"": ""double"", ""num_group1"": ""int64"", ""numberofinstls_810L"": ""double"", ""overdueamountmax_950A"": ""double"", ""overdueamountmaxdatemonth_494T"": ""double"", ""overdueamountmaxdateyear_432T"": ""double"", ""periodicityofpmts_997L"": ""null"", ""periodicityofpmts_997M"": ""string"", ""pmtdaysoverdue_1135P"": ""double"", ""pmtmethod_731M"": ""string"", ""pmtnumpending_403L"": ""double"", ""purposeofcred_722M"": ""string"", ""residualamount_1093A"": ""double"", ""residualamount_127A"": ""double"", ""residualamount_3940956A"": ""double"", ""subjectrole_326M"": ""string"", ""subjectrole_43M"": ""string"", ""totalamount_503A"": ""double"", ""totalamount_881A"": ""double""}"
test_credit_bureau_b_2.parquet,parquet_files\test\test_credit_bureau_b_2.parquet,4920,0.0,test,credit_bureau_b,2,,feature_table,False,credit_bureau_b__depth_2,10,1,6,True,False,case_id + num_group1 + num_group2,True,pmts_date_1107D,f70d1e1fb8ba57c3,093a798b5723790c,"{""case_id"": ""int64"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""pmts_date_1107D"": ""string"", ""pmts_dpdvalue_108P"": ""double"", ""pmts_pmtsoverdue_635A"": ""double""}"
test_debitcard_1.parquet,parquet_files\test\test_debitcard_1.parquet,4779,0.0,test,debitcard,1,,feature_table,False,debitcard__depth_1,10,1,6,True,False,case_id + num_group1,True,openingdate_857D,eb719fe6f97636c4,26f4e5f911fb2907,"{""case_id"": ""int64"", ""last180dayaveragebalance_704A"": ""double"", ""last180dayturnover_1134A"": ""double"", ""last30dayturnover_651A"": ""double"", ""num_group1"": ""int64"", ""openingdate_857D"": ""string""}"
test_deposit_1.parquet,parquet_files\test\test_deposit_1.parquet,4225,0.0,test,deposit,1,,feature_table,False,deposit__depth_1,10,1,5,True,False,case_id + num_group1,True,contractenddate_991D | openingdate_313D,4fd584e12c073a8b,c2d423a423cfaf91,"{""amount_416A"": ""double"", ""case_id"": ""int64"", ""contractenddate_991D"": ""string"", ""num_group1"": ""int64"", ""openingdate_313D"": ""string""}"
test_other_1.parquet,parquet_files\test\test_other_1.parquet,6247,0.01,test,other,1,,feature_table,False,other__depth_1,10,1,7,True,False,case_id + num_group1,True,,085e8dac4074b1bd,29fceb2fc1b11a53,"{""amtdebitincoming_4809443A"": ""double"", ""amtdebitoutgoing_4809440A"": ""double"", ""amtdepositbalance_4809441A"": ""double"", ""amtdepositincoming_4809444A"": ""double"", ""amtdepositoutgoing_4809442A"": ""double"", ""case_id"": ""int64"", ""num_group1"": ""int64""}"
test_person_1.parquet,parquet_files\test\test_person_1.parquet,25868,0.02,test,person,1,,feature_table,False,person__depth_1,10,1,37,True,False,case_id + num_group1,True,birth_259D | birthdate_87D | empl_employedfrom_271D,5455fe4184392dc7,f5461840eb36dac5,"{""birth_259D"": ""string"", ""birthdate_87D"": ""string"", ""case_id"": ""int64"", ""childnum_185L"": ""double"", ""contaddr_district_15M"": ""string"", ""contaddr_matchlist_1032L"": ""bool"", ""contaddr_smempladdr_334L"": ""bool"", ""contaddr_zipcode_807M"": ""string"", ""education_927M"": ""string"", ""empl_employedfrom_271D"": ""string"", ""empl_employedtotal_800L"": ""null"", ""empl_industry_691L"": ""null"", ""empladdr_district_926M"": ""string"", ""empladdr_zipcode_114M"": ""string"", ""familystate_447L"": ""string"", ""gender_992L"": ""string"", ""housetype_905L"": ""string"", ""housingtype_772L"": ""string"", ""incometype_1044T"": ""string"", ""isreference_387L"": ""bool"", ""language1_981M"": ""string"", ""mainoccupationinc_384A"": ""double"", ""maritalst_703L"": ""string"", ""num_group1"": ""int64"", ""personindex_1023L"": ""double"", ""persontype_1072L"": ""double"", ""persontype_792L"": ""double"", ""registaddr_district_1083M"": ""string"", ""registaddr_zipcode_184M"": ""string"", ""relationshiptoclient_415T"": ""string"", ""relationshiptoclient_642T"": ""string"", ""remitter_829L"": ""bool"", ""role_1084L"": ""string"", ""role_993L"": ""string"", ""safeguarantyflag_411L"": ""bool"", ""sex_738L"": ""string"", ""type_25L"": ""string""}"
test_person_2.parquet,parquet_files\test\test_person_2.parquet,8401,0.01,test,person,2,,feature_table,False,person__depth_2,10,1,11,True,False,case_id + num_group1 + num_group2,True,empls_employedfrom_796D,62ac088dea0ccbdc,fcedd09d350f3958,"{""addres_district_368M"": ""string"", ""addres_role_871L"": ""string"", ""addres_zip_823M"": ""string"", ""case_id"": ""int64"", ""conts_role_79M"": ""string"", ""empls_economicalst_849M"": ""string"", ""empls_employedfrom_796D"": ""null"", ""empls_employer_name_740M"": ""string"", ""num_group1"": ""int64"", ""num_group2"": ""int64"", ""relatedpersons_role_762T"": ""string""}"
test_static_0_0.parquet,parquet_files\test\test_static_0_0.parquet,131324,0.13,test,static,0,0,feature_table,True,static__depth_0,10,1,168,True,False,case_id,True,datefirstoffer_1144D | datelastinstal40dpd_247D | datelastunpaid_3546854D | dtlastpmtallstes_4499206D | firstclxcampaign_1125D | firstdatedue_489D | lastactivateddate_801D | lastapplicationdate_877D | lastapprdate_640D | lastdelinqdate_224D | lastrejectdate_50D | lastrepayingdate_696D | maxdpdinstldate_3546855D | payvacationpostpone_4187118D | validfrom_1069D,e1b22a1881066df0,ac39a3bc0ec530cf,"{""actualdpdtolerance_344P"": ""double"", ""amtinstpaidbefduel24m_4187115A"": ""double"", ""annuity_780A"": ""double"", ""annuitynextmonth_57A"": ""double"", ""applicationcnt_361L"": ""double"", ""applications30d_658L"": ""double"", ""applicationscnt_1086L"": ""double"", ""applicationscnt_464L"": ""double"", ""applicationscnt_629L"": ""double"", ""applicationscnt_867L"": ""double"", ""avgdbddpdlast24m_3658932P"": ""double"", ""avgdbddpdlast3m_4187120P"": ""double"", ""avgdbdtollast24m_4525197P"": ""double"", ""avgdpdtolclosure24_3658938P"": ""double"", ""avginstallast24m_3658937A"": ""double"", ""avglnamtstart24m_4525187A"": ""double"", ""avgmaxdpdlast9m_3716943P"": ""double"", ""avgoutstandbalancel6m_4187114A"": ""double"", ""avgpmtlast12m_4525200A"": ""double"", ""bankacctype_710L"": ""string"", ""cardtype_51L"": ""string"", ""case_id"": ""int64"", ""clientscnt12m_3712952L"": ""double"", ""clientscnt3m_3712950L"": ""double"", ""clientscnt6m_3712949L"": ""double"", ""clientscnt_100L"": ""double"", ""clientscnt_1022L"": ""double"", ""clientscnt_1071L"": ""double"", ""clientscnt_1130L"": ""double"", ""clientscnt_136L"": ""double"", ""clientscnt_157L"": ""double"", ""clientscnt_257L"": ""double"", ""clientscnt_304L"": ""double"", ""clientscnt_360L"": ""double"", ""clientscnt_493L"": ""double"", ""clientscnt_533L"": ""double"", ""clientscnt_887L"": ""double"", ""clientscnt_946L"": ""double"", ""cntincpaycont9m_3716944L"": ""double"", ""cntpmts24_3658933L"": ""double"", ""commnoinclast6m_3546845L"": ""double"", ""credamount_770A"": ""double"", ""credtype_322L"": ""string"", ""currdebt_22A"": ""double"", ""currdebtcredtyperange_828A"": ""double"", ""datefirstoffer_1144D"": ""string"", ""datelastinstal40dpd_247D"": ""string"", ""datelastunpaid_3546854D"": ""string"", ""daysoverduetolerancedd_3976961L"": ""double"", ""deferredmnthsnum_166L"": ""double"", ""disbursedcredamount_1113A"": ""double"", ""disbursementtype_67L"": ""string"", ""downpmt_116A"": ""double"", ""dtlastpmtallstes_4499206D"": ""string"", ""eir_270L"": ""double"", ""equalitydataagreement_891L"": ""bool"", ""equalityempfrom_62L"": ""null"", ""firstclxcampaign_1125D"": ""string"", ""firstdatedue_489D"": ""string"", ""homephncnt_628L"": ""double"", ""inittransactionamount_650A"": ""double"", ""inittransactioncode_186L"": ""string"", ""interestrate_311L"": ""double"", ""interestrategrace_34L"": ""double"", ""isbidproduct_1095L"": ""bool"", ""isbidproductrequest_292L"": ""bool"", ""isdebitcard_729L"": ""bool"", ""lastactivateddate_801D"": ""string"", ""lastapplicationdate_877D"": ""string"", ""lastapprcommoditycat_1041M"": ""string"", ""lastapprcommoditytypec_5251766M"": ""string"", ""lastapprcredamount_781A"": ""double"", ""lastapprdate_640D"": ""string"", ""lastcancelreason_561M"": ""string"", ""lastdelinqdate_224D"": ""string"", ""lastdependentsnum_448L"": ""double"", ""lastotherinc_902A"": ""double"", ""lastotherlnsexpense_631A"": ""double"", ""lastrejectcommoditycat_161M"": ""string"", ""lastrejectcommodtypec_5251769M"": ""string"", ""lastrejectcredamount_222A"": ""double"", ""lastrejectdate_50D"": ""string"", ""lastrejectreason_759M"": ""string"", ""lastrejectreasonclient_4145040M"": ""string"", ""lastrepayingdate_696D"": ""null"", ""lastst_736L"": ""string"", ""maininc_215A"": ""double"", ""mastercontrelectronic_519L"": ""double"", ""mastercontrexist_109L"": ""double"", ""maxannuity_159A"": ""double"", ""maxannuity_4075009A"": ""double"", ""maxdbddpdlast1m_3658939P"": ""double"", ""maxdbddpdtollast12m_3658940P"": ""double"", ""maxdbddpdtollast6m_4187119P"": ""double"", ""maxdebt4_972A"": ""double"", ""maxdpdfrom6mto36m_3546853P"": ""double"", ""maxdpdinstldate_3546855D"": ""string"", ""maxdpdinstlnum_3546846P"": ""double"", ""maxdpdlast12m_727P"": ""double"", ""maxdpdlast24m_143P"": ""double"", ""maxdpdlast3m_392P"": ""double"", ""maxdpdlast6m_474P"": ""double"", ""maxdpdlast9m_1059P"": ""double"", ""maxdpdtolerance_374P"": ""double"", ""maxinstallast24m_3658928A"": ""double"", ""maxlnamtstart6m_4525199A"": ""double"", ""maxoutstandbalancel12m_4187113A"": ""double"", ""maxpmtlast3m_4525190A"": ""double"", ""mindbddpdlast24m_3658935P"": ""double"", ""mindbdtollast24m_4525191P"": ""double"", ""mobilephncnt_593L"": ""double"", ""monthsannuity_845L"": ""double"", ""numactivecreds_622L"": ""double"", ""numactivecredschannel_414L"": ""double"", ""numactiverelcontr_750L"": ""double"", ""numcontrs3months_479L"": ""double"", ""numincomingpmts_3546848L"": ""double"", ""numinstlallpaidearly3d_817L"": ""double"", ""numinstls_657L"": ""double"", ""numinstlsallpaid_934L"": ""double"", ""numinstlswithdpd10_728L"": ""double"", ""numinstlswithdpd5_4187116L"": ""double"", ""numinstlswithoutdpd_562L"": ""double"", ""numinstmatpaidtearly2d_4499204L"": ""double"", ""numinstpaid_4499208L"": ""double"", ""numinstpaidearly3d_3546850L"": ""double"", ""numinstpaidearly3dest_4493216L"": ""double"", ""numinstpaidearly5d_1087L"": ""double"", ""numinstpaidearly5dest_4493211L"": ""double"", ""numinstpaidearly5dobd_4499205L"": ""double"", ""numinstpaidearly_338L"": ""double"", ""numinstpaidearlyest_4493214L"": ""double"", ""numinstpaidlastcontr_4325080L"": ""double"", ""numinstpaidlate1d_3546852L"": ""double"", ""numinstregularpaid_973L"": ""double"", ""numinstregularpaidest_4493210L"": ""double"", ""numinsttopaygr_769L"": ""double"", ""numinsttopaygrest_4493213L"": ""double"", ""numinstunpaidmax_3546851L"": ""double"", ""numinstunpaidmaxest_4493212L"": ""double"", ""numnotactivated_1143L"": ""double"", ""numpmtchanneldd_318L"": ""double"", ""numrejects9m_859L"": ""double"", ""opencred_647L"": ""bool"", ""paytype1st_925L"": ""string"", ""paytype_783L"": ""string"", ""payvacationpostpone_4187118D"": ""string"", ""pctinstlsallpaidearl3d_427L"": ""double"", ""pctinstlsallpaidlat10d_839L"": ""double"", ""pctinstlsallpaidlate1d_3546856L"": ""double"", ""pctinstlsallpaidlate4d_3546849L"": ""double"", ""pctinstlsallpaidlate6d_3546844L"": ""double"", ""pmtnum_254L"": ""double"", ""posfpd10lastmonth_333P"": ""double"", ""posfpd30lastmonth_3976960P"": ""double"", ""posfstqpd30lastmonth_3976962P"": ""double"", ""previouscontdistrict_112M"": ""string"", ""price_1097A"": ""double"", ""sellerplacecnt_915L"": ""double"", ""sellerplacescnt_216L"": ""double"", ""sumoutstandtotal_3546847A"": ""double"", ""sumoutstandtotalest_4493215A"": ""double"", ""totaldebt_9A"": ""double"", ""totalsettled_863A"": ""double"", ""totinstallast1m_4525188A"": ""double"", ""twobodfilling_608L"": ""string"", ""typesuite_864L"": ""string"", ""validfrom_1069D"": ""double""}"
